14,14,14,16,16,16,16,2,2,2,2,2,2,2,2,16,16,16,16,14,14,14
14,14,14,16,16,16,16,2,2,2,2,2,2,2,2,16,16,16,16,14,14,14
14,14,14,16,16,14,14,14,14,14,14,14,14,14,14,14,14,16,16,14,14,14
14,14,14,16,16,14,14,14,14,14,14,14,14,14,14,14,14,16,16,14,14,14
14,14,14,2,2,14,14,15,15,14,5,6,14,15,15,14,14,2,2,14,14,14
14,14,14,2,2,14,14,15,15,14,14,14,14,15,15,14,14,2,2,14,14,14
14,14,14,2,2,14,14,14,14,15,15,15,15,14,14,14,14,2,2,14,14,14
14,14,14,2,2,14,14,5,14,15,15,15,15,14,5,14,14,2,2,14,14,14
14,14,14,2,2,14,14,14,14,15,15,15,15,14,14,14,14,2,2,14,14,14
14,14,14,2,2,14,14,15,15,14,14,14,14,15,15,14,14,2,2,14,14,14
14,14,14,2,2,14,14,15,15,14,6,5,14,15,15,14,14,2,2,14,14,14
14,14,14,16,16,14,14,14,14,14,14,14,14,14,14,14,14,16,16,14,14,14
14,14,14,16,16,14,14,14,14,14,14,14,14,14,14,14,14,16,16,14,14,14
14,14,14,16,16,16,16,2,2,2,2,2,2,2,2,16,16,16,16,14,14,14
14,14,14,16,16,16,16,2,2,2,2,2,2,2,2,16,16,16,16,14,14,14
