12,12,12,12,11,11,11,12,12,11,11,11,12,12,11,11,11,12,12,12,12,12
12,12,2,2,11,11,11,12,12,11,11,11,12,12,11,11,11,12,12,12,12,12
12,12,2,2,11,5,11,12,12,11,11,11,12,12,5,11,11,12,12,12,12,12
12,11,2,2,11,11,11,13,13,11,11,11,12,12,11,11,11,13,13,11,12,12
11,11,2,2,11,11,11,13,13,11,11,11,12,12,11,11,11,13,13,11,11,11
11,11,2,2,11,11,11,13,13,11,11,11,12,12,11,11,11,13,13,11,11,11
11,11,11,11,11,11,11,12,12,11,11,11,12,12,11,11,11,12,12,11,11,11
11,11,11,11,11,11,11,12,12,11,11,11,12,12,11,11,11,12,12,11,11,11
11,11,11,11,11,11,11,12,12,11,11,11,12,12,11,6,11,12,12,11,11,11
11,11,2,2,11,11,11,12,12,11,11,11,13,13,11,11,11,12,12,11,11,11
11,11,2,2,11,11,11,12,12,11,11,11,13,13,11,11,11,12,12,11,11,11
12,11,2,2,11,11,11,12,12,6,11,11,13,13,11,11,11,12,12,11,12,12
12,12,2,2,11,11,11,12,12,5,11,11,12,12,11,11,11,12,12,12,12,12
12,12,2,2,11,11,11,12,12,11,11,11,12,12,11,11,11,12,12,12,12,12
12,12,12,12,11,11,11,12,12,11,11,11,12,12,11,11,11,12,12,12,12,12
